generation,best_fitness,average_fitness,coverage_fraction,average_overlap,time_elapsed
0,0.8747237371876261,0.7650157245848412,1.0,0.0,27.393511533737183
1,0.8748439341179036,0.8466582298836889,0.4769375,0.18181565656565654,118.37443470954895
2,0.8748439341179036,0.8540525862986467,0.3411208333333333,0.14244949494949494,208.86682319641113
3,0.8748439341179036,0.8535238707265824,0.29301666666666665,0.21803156565656565,297.2135102748871
4,0.8748439341179036,0.8539793596269871,0.20787916666666667,0.2364570707070707,382.52953362464905
5,0.8748439341179036,0.854262037112186,0.18050416666666666,0.22181944444444446,466.71705174446106
6,0.8748439341179036,0.8569155294588354,0.16469583333333335,0.19406565656565655,551.8272061347961
7,0.8748439341179036,0.8606947817637159,0.14670416666666666,0.1556401515151515,638.1799249649048
8,0.8748439341179036,0.8631439697824131,0.11010416666666667,0.10548232323232323,724.6139535903931
9,0.8762925070338322,0.8657501145990235,0.10252083333333334,0.07520833333333334,806.6834700107574
10,0.8770305730820876,0.8656560387580433,0.10487083333333333,0.5702967171717173,890.5021314620972
11,0.8772087351723292,0.8673147082428995,0.06698333333333334,0.6007171717171718,976.1460747718811
12,0.8772087351723292,0.867190541333713,0.07239583333333334,0.5900391414141415,1061.383610010147
13,0.8772087351723292,0.8672751658901775,0.071175,0.5949078282828283,1147.9808802604675
14,0.8772087351723292,0.8670924727109681,0.07276666666666666,0.6087462121212122,1236.7789165973663
15,0.8789603369038469,0.8678922721534318,0.0745375,0.6186830808080809,1322.518393754959
16,0.8789603369038469,0.8678051546916827,0.07457916666666667,0.5633699494949496,1412.5879282951355
17,0.8789603369038469,0.8681471116996536,0.0752625,0.586486111111111,1496.9798421859741
18,0.8789603369038469,0.8684886412356143,0.07114583333333334,0.5916742424242424,1582.3072018623352
19,0.8789603369038469,0.8681140324455499,0.0742,0.6145770202020202,1667.8401935100555
20,0.8789603369038469,0.8686135532924113,0.07019583333333333,0.629709595959596,1753.4187257289886
21,0.8798501781517221,0.8692244874511451,0.07090833333333334,0.6333560606060606,1837.7814059257507
22,0.8798810310676418,0.8685398891779259,0.07289583333333334,0.5845883838383839,1924.3973994255066
23,0.8798810310676418,0.8688086229247866,0.0774625,0.6240770202020202,2012.9474215507507
24,0.8798810310676418,0.867840785128609,0.07552916666666666,0.6282095959595959,2098.4964606761932
25,0.8798810310676418,0.8677028390055781,0.07369166666666667,0.6273535353535353,2182.8175053596497
26,0.8807974837946476,0.8692309012183486,0.07267916666666667,0.6469659090909091,2266.697948694229
27,0.8807974837946476,0.8697306631566488,0.07059583333333333,0.6254974747474747,2354.7026278972626
28,0.8807974837946476,0.869605467060413,0.06649583333333334,0.6219747474747475,2441.049525499344
29,0.8807974837946476,0.8701760673524668,0.0679875,0.6460795454545455,2526.0536012649536
30,0.8818324395642531,0.8705196092167629,0.06822083333333333,0.6452853535353535,2610.6207308769226
31,0.8818324395642531,0.8702071176050034,0.07072083333333333,0.6300782828282828,2696.293768644333
32,0.8818324395642531,0.8708205149017538,0.06996666666666666,0.6520138888888889,2784.7259006500244
33,0.8818324395642531,0.8699923326207594,0.07095833333333333,0.6460896464646464,2869.495006799698
34,0.8818324395642531,0.8698497252160814,0.06908333333333333,0.6447929292929293,2955.2484862804413
35,0.8818324395642531,0.8699071992878271,0.06890833333333334,0.6634065656565657,3045.0640416145325
36,0.8818324395642531,0.870187627078231,0.06864166666666667,0.6664166666666667,3130.343645334244
37,0.8818324395642531,0.870499708832089,0.07227916666666667,0.6800972222222221,3216.848972082138
38,0.8818324395642531,0.8708549766041759,0.0716,0.6799633838383838,3303.1185669898987
39,0.8818324395642531,0.8707122263097736,0.072,0.6791060606060606,3388.2305719852448
40,0.8818324395642531,0.8705732018542792,0.07097916666666666,0.6726136363636364,3475.5272126197815
41,0.8818324395642531,0.8705296828084583,0.0721875,0.6688914141414141,3561.4211463928223
42,0.8818324395642531,0.8700534107380247,0.073275,0.653179292929293,3646.597499847412
43,0.8818324395642531,0.8696712305848024,0.07156666666666667,0.6417146464646464,3730.5254697799683
44,0.8818324395642531,0.8695822908176867,0.071475,0.6339570707070706,3817.0781388282776
45,0.8818324395642531,0.8691646736342836,0.07316666666666667,0.6348661616161617,3902.76660656929
46,0.8818324395642531,0.8688701253847824,0.07347083333333333,0.6381515151515151,3990.3779733181
47,0.8818324395642531,0.8692365023089593,0.07408333333333333,0.6415,4078.352658033371
48,0.8818324395642531,0.8696666042700408,0.07350833333333333,0.6419204545454545,4164.652505397797
49,0.8818324395642531,0.8700192803756468,0.0746625,0.6424128787878788,4251.795669078827
50,0.8818324395642531,0.8696690521564114,0.07375416666666666,0.6432045454545455,4335.89053606987
51,0.8818324395642531,0.8712972798028912,0.07265833333333334,0.644790404040404,4421.203242778778
