evaluations,generation,baseline_random,baseline_best,gen_rand,gen_seq
50,0,0.7843167232702913,0.8023250796817597,0.7969689002401478,0.8023250796817597
100,1,0.7897567940702949,0.8023250796817597,0.802299289212916,0.8763128719410377
150,2,0.796046373561763,0.8023250796817597,0.8028159518120823,0.8763128719410377
200,3,0.7971203970202333,0.8023250796817597,0.8090361494444037,0.8763128719410377
250,4,0.7971203970202333,0.8023250796817597,0.8119922351706098,0.8763128719410377
300,5,0.7971203970202333,0.8023250796817597,0.8119922351706098,0.8763128719410377
350,6,0.7971203970202333,0.8023250796817597,0.8169505212760062,0.8763128719410377
400,7,0.7971203970202333,0.8023250796817597,0.8247657283616311,0.8763128719410377
450,8,0.7971203970202333,0.8023250796817597,0.8247657283616311,0.8763128719410377
500,9,0.7971203970202333,0.8023250796817597,0.8320355683713326,0.8763128719410377
550,10,0.8011036626384218,0.8023250796817597,0.8320355683713326,0.8853939135195729
600,11,0.8011036626384218,0.8023250796817597,0.8351798874243537,0.8853939135195729
650,12,0.8011036626384218,0.8023250796817597,0.8351798874243537,0.8853939135195729
700,13,0.8011036626384218,0.8023250796817597,0.8351798874243537,0.8853939135195729
750,14,0.8011036626384218,0.8023250796817597,0.8351798874243537,0.8907902358711426
800,15,0.8011036626384218,0.8023250796817597,0.8385449419667911,0.8907902358711426
850,16,0.8011036626384218,0.8023250796817597,0.8385449419667911,0.8907902358711426
900,17,0.8011036626384218,0.8023250796817597,0.8438163948883731,0.8907902358711426
950,18,0.8011036626384218,0.8023250796817597,0.8438163948883731,0.8907902358711426
1000,19,0.8011036626384218,0.8023250796817597,0.8502838616287788,0.8907902358711426
1050,20,0.8011036626384218,0.8023250796817597,0.8502838616287788,0.8907902358711426
1100,21,0.8041238457173145,0.8023250796817597,0.8502838616287788,0.8907902358711426
1150,22,0.8041238457173145,0.8023250796817597,0.8502838616287788,0.8907902358711426
1200,23,0.8041238457173145,0.8023250796817597,0.8502838616287788,0.8907902358711426
1250,24,0.8041238457173145,0.8023250796817597,0.8502838616287788,0.8907902358711426
1300,25,0.8041238457173145,0.8023250796817597,0.8502838616287788,0.8914285709082419
1350,26,0.8041238457173145,0.8023250796817597,0.8502838616287788,0.8914285709082419
1400,27,0.8041238457173145,0.8023250796817597,0.8502838616287788,0.8914285709082419
1450,28,0.8041238457173145,0.8023250796817597,0.8502838616287788,0.8914285709082419
1500,29,0.8041238457173145,0.8023250796817597,0.8516363568726298,0.8914285709082419
1550,30,0.8041238457173145,0.8023250796817597,0.8516363568726298,0.8914285709082419
1600,31,0.8041238457173145,0.8023250796817597,0.8516363568726298,0.8914285709082419
1650,32,0.8041238457173145,0.8023250796817597,0.8516363568726298,0.8914285709082419
1700,33,0.8041238457173145,0.8023250796817597,0.8568265207552663,0.8965495140281261
1750,34,0.8041238457173145,0.8023250796817597,0.8568265207552663,0.8978422755406267
1800,35,0.8041238457173145,0.8023250796817597,0.8568265207552663,0.8978422755406267
1850,36,0.8041238457173145,0.8023250796817597,0.864432966371863,0.8978422755406267
1900,37,0.8041238457173145,0.8023250796817597,0.864432966371863,0.8978422755406267
1950,38,0.8041238457173145,0.8023250796817597,0.864432966371863,0.8978422755406267
2000,39,0.8041238457173145,0.8023250796817597,0.864432966371863,0.8978422755406267
2050,40,0.8041238457173145,0.8023250796817597,0.864432966371863,0.9007282086346834
2100,41,0.8041238457173145,0.8023250796817597,0.864432966371863,0.9007282086346834
2150,42,0.8041238457173145,0.8023250796817597,0.864432966371863,0.9007282086346834
2200,43,0.8041238457173145,0.8023250796817597,0.864432966371863,0.9007282086346834
2250,44,0.8041238457173145,0.8023250796817597,0.864432966371863,0.903817964197061
2300,45,0.8041238457173145,0.8023250796817597,0.864432966371863,0.903817964197061
2350,46,0.8041238457173145,0.8023250796817597,0.864432966371863,0.903817964197061
2400,47,0.8041238457173145,0.8023250796817597,0.864432966371863,0.903817964197061
2450,48,0.8041238457173145,0.8023250796817597,0.864432966371863,0.903817964197061
2500,49,0.8041238457173145,0.8023250796817597,0.864432966371863,0.903817964197061
2550,50,0.8041238457173145,0.8023250796817597,0.8736339485549607,0.903817964197061
2600,51,0.8041238457173145,0.8023250796817597,0.8736339485549607,0.9041889825038072
2650,52,0.8041238457173145,0.8023250796817597,0.8736339485549607,0.9078384852306934
2700,53,0.8041238457173145,0.8023250796817597,0.8736339485549607,0.9078384852306934
2750,54,0.8041238457173145,0.8023250796817597,0.8736339485549607,0.9078384852306934
2800,55,0.8041238457173145,0.8023250796817597,0.8736339485549607,0.9078384852306934
2850,56,0.8041238457173145,0.8023250796817597,0.8736339485549607,0.9078384852306934
2900,57,0.8041238457173145,0.8023250796817597,0.8736339485549607,0.9078384852306934
2950,58,0.8041238457173145,0.8023250796817597,0.8736339485549607,0.9078384852306934
3000,59,0.8041238457173145,0.8023250796817597,0.8736339485549607,0.9078384852306934
3050,60,0.8041238457173145,0.8023250796817597,0.8736339485549607,0.9078384852306934
3100,61,0.8041238457173145,0.8023250796817597,0.8736339485549607,0.9078384852306934
3150,62,0.8041238457173145,0.8023250796817597,0.8736339485549607,0.9078384852306934
3200,63,0.8041238457173145,0.8023250796817597,0.8736339485549607,0.9078384852306934
3250,64,0.8041238457173145,0.8023250796817597,0.8736339485549607,0.9078384852306934
3300,65,0.8041238457173145,0.8023250796817597,0.8736339485549607,0.9078384852306934
3350,66,0.8041238457173145,0.8023250796817597,0.8736339485549607,0.9078384852306934
3400,67,0.8041238457173145,0.8023250796817597,0.8736339485549607,0.9078384852306934
3450,68,0.8041238457173145,0.8023250796817597,0.8736339485549607,0.9078384852306934
3500,69,0.8041238457173145,0.8023250796817597,0.8736339485549607,0.9078384852306934
3550,70,0.8041238457173145,0.8023250796817597,0.8736339485549607,0.9078384852306934
3600,71,0.8041238457173145,0.8023250796817597,0.8736339485549607,0.9078384852306934
3650,72,0.8041238457173145,0.8023250796817597,0.8736339485549607,0.9078384852306934
