random_tries,best,average
50,0.7843167232702913,0.7623888959689044
100,0.7897567940702949,0.7618468892981266
150,0.796046373561763,0.7626129237178159
200,0.7971203970202333,0.7618728423339988
250,0.7971203970202333,0.7618603366232893
300,0.7971203970202333,0.7618907191009802
350,0.7971203970202333,0.7618492026893646
400,0.7971203970202333,0.7618279651152475
450,0.7971203970202333,0.7619250683583596
500,0.7971203970202333,0.7619117883884045
550,0.8011036626384218,0.7618676264217686
600,0.8011036626384218,0.7617785461645145
650,0.8011036626384218,0.7618502262917078
700,0.8011036626384218,0.7620309421482695
750,0.8011036626384218,0.7619333412139647
800,0.8011036626384218,0.7618898507927645
850,0.8011036626384218,0.7619982973412666
900,0.8011036626384218,0.7621002189146753
950,0.8011036626384218,0.7621032238777087
1000,0.8011036626384218,0.7621093745739151
1050,0.8011036626384218,0.762172224950486
1100,0.8041238457173145,0.762208225096169
1150,0.8041238457173145,0.7621530317446543
1200,0.8041238457173145,0.7620134158150738
1250,0.8041238457173145,0.7620270831445408
1300,0.8041238457173145,0.7620580096709759
1350,0.8041238457173145,0.7621080578033445
1400,0.8041238457173145,0.7620153481884495
1450,0.8041238457173145,0.7620440924333453
1500,0.8041238457173145,0.7619920612969899
1550,0.8041238457173145,0.7618938193491797
1600,0.8041238457173145,0.7620041899241231
1650,0.8041238457173145,0.7620364437661369
1700,0.8041238457173145,0.7620070565901244
1750,0.8041238457173145,0.7620220170742769
1800,0.8041238457173145,0.7620056794039538
1850,0.8041238457173145,0.7620495050575866
1900,0.8041238457173145,0.7620671779207552
1950,0.8041238457173145,0.7620084626157287
2000,0.8041238457173145,0.7619748890349094
2050,0.8041238457173145,0.7619878741428155
2100,0.8041238457173145,0.7620666107285273
2150,0.8041238457173145,0.7620625433244348
2200,0.8041238457173145,0.7620517255046866
2250,0.8041238457173145,0.762030534031754
2300,0.8041238457173145,0.762068585139346
2350,0.8041238457173145,0.7620970131048389
2400,0.8041238457173145,0.7621320832570656
2450,0.8041238457173145,0.7621718047328145
2500,0.8041238457173145,0.7621861461103073
2550,0.8041238457173145,0.7622173839086961
2600,0.8041238457173145,0.7621654224812606
2650,0.8041238457173145,0.7621557774904126
2700,0.8041238457173145,0.762249040312662
2750,0.8041238457173145,0.7622827186396505
2800,0.8041238457173145,0.7622395796936657
2850,0.8041238457173145,0.7622278183290995
2900,0.8041238457173145,0.7622280884772022
2950,0.8041238457173145,0.7622223233774145
3000,0.8041238457173145,0.7622290619126696
3050,0.8041238457173145,0.7622213114204831
3100,0.8041238457173145,0.7622336440923925
3150,0.8041238457173145,0.7622500102349927
3200,0.8041238457173145,0.7622828751606607
3250,0.8041238457173145,0.7623286962676491
3300,0.8041238457173145,0.7623283346046144
3350,0.8041238457173145,0.7622692019373902
3400,0.8041238457173145,0.7622702618576456
3450,0.8041238457173145,0.7622693407765676
3500,0.8041238457173145,0.762265348487695
3550,0.8041238457173145,0.7622631928655573
3600,0.8041238457173145,0.762225495612577
3650,0.8041238457173145,0.7622734973769373
3700,0.8041238457173145,0.7622585388162942
3750,0.8041238457173145,0.7622527379579862
3800,0.8041238457173145,0.762256693913246
3850,0.8041238457173145,0.7622502063713824
3900,0.8041238457173145,0.762238736043236
3950,0.8041238457173145,0.7622407684599516
4000,0.8041238457173145,0.7622387696378548
4050,0.8041238457173145,0.7622148893260939
4100,0.8041238457173145,0.7622111104781807
4150,0.8041238457173145,0.7622089469941732
4200,0.8041238457173145,0.762155193973869
4250,0.8041238457173145,0.7621207061792377
4300,0.8041238457173145,0.7621312595259967
4350,0.8041238457173145,0.762139018650997
4400,0.8041238457173145,0.7621259908339603
4450,0.8041238457173145,0.7621298659230888
4500,0.8041238457173145,0.7621767612726577
4550,0.8041238457173145,0.7621484892541831
4600,0.8041238457173145,0.7621536305841318
4650,0.8041238457173145,0.7621738920297823
4700,0.8041238457173145,0.7621756260507458
4750,0.8041238457173145,0.7621861263174357
4800,0.8041238457173145,0.7621925281153765
4850,0.8041238457173145,0.7621959858243956
4900,0.8041238457173145,0.7621809916635229
4950,0.8041238457173145,0.7621920850592017
5000,0.8041238457173145,0.7621828100571529
5050,0.8041238457173145,0.7621707256381102
