generation,best_fitness,average_fitness,coverage_fraction,average_overlap,time_elapsed
0,0.8023250796817597,0.6939837645728799,1.0,0.0,14.990742921829224
1,0.8763128719410377,0.8054459163001263,0.42178517397882,0.09055543548735681,37.41070485115051
2,0.8763128719410377,0.8388498707068994,0.25580289604495354,0.21294266571984316,59.78718614578247
3,0.8763128719410377,0.836204345429472,0.19857358979900583,0.2898206181110871,80.27046990394592
4,0.8763128719410377,0.8452005139493687,0.15720769397017506,0.40489054926055146,102.5301284790039
5,0.8763128719410377,0.8437187245321824,0.1307542684244651,0.4678440211182809,124.85180068016052
6,0.8763128719410377,0.8505890774408474,0.10970391182191484,0.5383926641761092,147.22958946228027
7,0.8763128719410377,0.8537373546201232,0.09111735465744543,0.5360153138411189,169.43376350402832
8,0.8763128719410377,0.8534259534092636,0.08372595634320294,0.5556207354348699,191.60666799545288
9,0.8763128719410377,0.8521910538506858,0.08152150421439378,0.5481490629534719,213.9621810913086
10,0.8853939135195729,0.8561019806308559,0.08074346228657878,0.5580289604495353,236.28803062438965
11,0.8853939135195729,0.8542677382259605,0.07832288740004323,0.48572046065022073,258.57225227355957
12,0.8853939135195729,0.8595300166337883,0.07633455802896046,0.5170891352002223,281.2210087776184
13,0.8853939135195729,0.8599559757687599,0.07339528852388157,0.5523480193892988,303.2690510749817
14,0.8907902358711426,0.8615785972841483,0.07175275556516102,0.5519775232331964,325.49334955215454
15,0.8907902358711426,0.8618330368680326,0.07028312081262157,0.5259501682670042,347.8145422935486
16,0.8907902358711426,0.8617933521149798,0.07054246812189323,0.5579980857698601,370.2234151363373
17,0.8907902358711426,0.8630109226418696,0.06894315971471796,0.5558368581925963,392.5890209674835
18,0.8907902358711426,0.8622342796738047,0.06928895612708018,0.5391336564883139,415.16203355789185
19,0.8907902358711426,0.8645363678607826,0.06855413875081046,0.5738367964432369,437.5610444545746
20,0.8907902358711426,0.8650450421702118,0.06812189323535768,0.5927629750841334,459.93541741371155
21,0.8907902358711426,0.8623597408446356,0.06539874648800519,0.5820803359165149,482.35375213623047
22,0.8907902358711426,0.8617014161422638,0.06630646207045601,0.6267251227268517,504.76302218437195
23,0.8907902358711426,0.8664647057284034,0.06431813269937324,0.6324060637870882,527.0155296325684
24,0.8907902358711426,0.8630679921733857,0.06375621352928464,0.6410509740961438,549.1177034378052
25,0.8914285709082419,0.8662773921572147,0.06258915063756214,0.6606563956898948,571.693409204483
26,0.8914285709082419,0.8658854139776336,0.0628484979468338,0.5742690419586897,594.1593034267426
27,0.8914285709082419,0.8650806731660782,0.06345364166846769,0.5848590570872827,616.5687911510468
28,0.8914285709082419,0.8657115759056011,0.06008212664793603,0.5763993948562783,638.9756724834442
29,0.8914285709082419,0.8652524416578973,0.06116274043656797,0.5901386273117416,661.3197927474976
30,0.8914285709082419,0.8646011883080233,0.06358331532310352,0.5913736144987496,683.6375412940979
31,0.8914285709082419,0.8645096869074537,0.059866003890209636,0.6381796288863503,706.0790278911591
32,0.8914285709082419,0.8706011953558663,0.058439593689215474,0.6481830251011146,728.5441279411316
33,0.8965495140281261,0.8712224513094273,0.05796412362221742,0.6664299607891568,750.8161070346832
34,0.8978422755406267,0.8720895814743956,0.060341473957207695,0.6404643551823149,773.4471714496613
35,0.8978422755406267,0.8712309258760205,0.059304084720121025,0.6076754453672544,795.5127592086792
36,0.8978422755406267,0.8707509536727099,0.05692673438513075,0.6231436598845287,817.9928362369537
37,0.8978422755406267,0.8715616654248375,0.05813702182839853,0.613696007903918,839.9746661186218
38,0.8978422755406267,0.8710795305279134,0.055759671493408255,0.617277470746241,862.3286263942719
39,0.8978422755406267,0.8723231742333998,0.05744542900367409,0.6341041711692241,884.8973729610443
40,0.9007282086346834,0.8755110279551489,0.053857791225416035,0.6617061347988515,907.2282919883728
41,0.9007282086346834,0.8775816981912945,0.05554354873568187,0.6621075056346291,929.6800060272217
42,0.9007282086346834,0.8761512787626837,0.056235141560406314,0.6848621445552503,951.7280747890472
43,0.9007282086346834,0.8775361839887055,0.055846120596498815,0.6823612955015591,974.211258649826
44,0.903817964197061,0.8760324067519939,0.05619191700886103,0.6811880576739017,996.3799254894257
45,0.903817964197061,0.8782230688046978,0.0560622433542252,0.6495415110068232,1018.7272708415985
