random_tries,best,average
50,0.7190128631457622,0.6979548365237327
100,0.7307431222941396,0.698657485587717
150,0.7307431222941396,0.6984216321418052
200,0.7307431222941396,0.6978718044155126
250,0.7307431222941396,0.6979776074983768
300,0.7307431222941396,0.6978499314825342
350,0.7307431222941396,0.6982132140588917
400,0.7307431222941396,0.6982821167135895
450,0.7307431222941396,0.6983874545748964
500,0.7307431222941396,0.6983048014034213
550,0.7307431222941396,0.698170957115008
600,0.7307431222941396,0.6980623212921367
650,0.7307431222941396,0.6980323286181785
700,0.7307431222941396,0.6979956466384176
750,0.7307431222941396,0.6982013464771986
800,0.7307431222941396,0.6980584547539718
850,0.7307431222941396,0.6980485169095924
900,0.7393090426923957,0.6981754800799091
950,0.7393090426923957,0.6980732057196148
1000,0.7393090426923957,0.6980884954720459
1050,0.7393090426923957,0.6980758975284486
1100,0.7393090426923957,0.6980168906655441
1150,0.7393090426923957,0.6980426848058563
1200,0.7393090426923957,0.6979304336210387
1250,0.7393090426923957,0.6980536998881809
1300,0.7393090426923957,0.6981668065594846
1350,0.7393090426923957,0.6981234312312724
1400,0.7393090426923957,0.6981207760917874
1450,0.7393090426923957,0.6982288918352471
1500,0.7393090426923957,0.6981748305167227
1550,0.7393090426923957,0.6982577715750584
1600,0.7393090426923957,0.6982597280633499
1650,0.7393090426923957,0.6982401295821078
1700,0.7393090426923957,0.6981771492624187
1750,0.7393090426923957,0.6980923048262054
1800,0.7393090426923957,0.6980874098898763
1850,0.7393090426923957,0.6979815951462164
1900,0.7393090426923957,0.6980140499069452
1950,0.7393090426923957,0.6979588332327465
2000,0.7393090426923957,0.6979370331403257
2050,0.7393090426923957,0.6979339993725036
2100,0.7644892722526647,0.6978747109492376
2150,0.7644892722526647,0.6979121423934755
2200,0.7737940739110069,0.6979922003680044
2250,0.7737940739110069,0.6980039550789037
2300,0.7737940739110069,0.6980191300469153
2350,0.7737940739110069,0.6980931092133214
2400,0.7737940739110069,0.6980768347436876
2450,0.7737940739110069,0.6980584029071687
2500,0.7737940739110069,0.6981006637951981
2550,0.7737940739110069,0.6981018735178275
2600,0.7737940739110069,0.6981402636803038
2650,0.7737940739110069,0.698161250442902
2700,0.7737940739110069,0.6981551638748852
2750,0.7737940739110069,0.6981341512188103
2800,0.7737940739110069,0.6981083392644664
2850,0.7737940739110069,0.6981143609326718
2900,0.7737940739110069,0.698152286090112
2950,0.7737940739110069,0.6981537554200471
3000,0.7737940739110069,0.698149075430148
3050,0.7819041922962673,0.6981665074769131
3100,0.7819041922962673,0.6981803414791902
3150,0.7819041922962673,0.6981961638406853
3200,0.7819041922962673,0.698215210659019
3250,0.7819041922962673,0.6981925856514929
3300,0.7819041922962673,0.6981609551523797
3350,0.7819041922962673,0.6981714890677467
3400,0.7819041922962673,0.6981683462771001
3450,0.7819041922962673,0.6981610221767526
3500,0.7819041922962673,0.6981298016763173
3550,0.7819041922962673,0.6981922147172017
3600,0.7819041922962673,0.6981678058726806
3650,0.7819041922962673,0.6981983637387651
3700,0.7819041922962673,0.6981797831205583
3750,0.7819041922962673,0.6981586063578596
3800,0.7819041922962673,0.6981568774977622
3850,0.7819041922962673,0.6981694858147454
3900,0.7819041922962673,0.6981705010452904
3950,0.7819041922962673,0.6981605956857974
4000,0.7819041922962673,0.6981708797178544
4050,0.7819041922962673,0.698164279700817
4100,0.7819041922962673,0.6981758453122121
4150,0.7819041922962673,0.6981908074900428
4200,0.7819041922962673,0.6981942671473055
4250,0.7819041922962673,0.6981834567504036
4300,0.7819041922962673,0.6982145797389672
4350,0.7819041922962673,0.6982347639988641
4400,0.7819041922962673,0.6982599905139963
4450,0.7819041922962673,0.6982408991634423
4500,0.7819041922962673,0.6982465624710013
4550,0.7819041922962673,0.6982696644003069
4600,0.7819041922962673,0.6982775895390317
4650,0.7819041922962673,0.6982518296747827
4700,0.7819041922962673,0.6982474453010734
4750,0.7819041922962673,0.6982482466143414
4800,0.7819041922962673,0.6982581514052553
4850,0.7819041922962673,0.6982558317824271
4900,0.7819041922962673,0.6982636524123172
4950,0.7819041922962673,0.6982593247559785
5000,0.7819041922962673,0.6982593780784719
5050,0.7819041922962673,0.6982567043709317
