evaluations,generation,baseline_random,baseline_best,gen_rand,gen_seq
50,0,0.7190128631457622,0.7415293215794606,0.7179258992060484,0.7415293215794606
100,1,0.7307431222941396,0.7415293215794606,0.7212638069549082,0.7451455895640507
150,2,0.7307431222941396,0.7415293215794606,0.7274786714008643,0.7451455895640507
200,3,0.7307431222941396,0.7415293215794606,0.7404440670454794,0.7588547271458072
250,4,0.7307431222941396,0.7415293215794606,0.7404440670454794,0.7588547271458072
300,5,0.7307431222941396,0.7415293215794606,0.7404440670454794,0.7588547271458072
350,6,0.7307431222941396,0.7415293215794606,0.7404440670454794,0.7652454274343187
400,7,0.7307431222941396,0.7415293215794606,0.7505214662290421,0.7652454274343187
450,8,0.7307431222941396,0.7415293215794606,0.7505214662290421,0.766511498027305
500,9,0.7307431222941396,0.7415293215794606,0.7505214662290421,0.766511498027305
550,10,0.7307431222941396,0.7415293215794606,0.7505214662290421,0.766511498027305
600,11,0.7307431222941396,0.7415293215794606,0.7505214662290421,0.7708570438387022
650,12,0.7307431222941396,0.7415293215794606,0.753762909173438,0.7708570438387022
700,13,0.7307431222941396,0.7415293215794606,0.753762909173438,0.7708570438387022
750,14,0.7307431222941396,0.7415293215794606,0.753762909173438,0.7744780326235284
800,15,0.7307431222941396,0.7415293215794606,0.753762909173438,0.7744780326235284
850,16,0.7307431222941396,0.7415293215794606,0.7561545180192001,0.7744780326235284
900,17,0.7393090426923957,0.7415293215794606,0.7561545180192001,0.776971606530056
950,18,0.7393090426923957,0.7415293215794606,0.7599007975284454,0.776971606530056
1000,19,0.7393090426923957,0.7415293215794606,0.7599007975284454,0.776971606530056
1050,20,0.7393090426923957,0.7415293215794606,0.7639172643081125,0.7773798830376132
1100,21,0.7393090426923957,0.7415293215794606,0.7639172643081125,0.7810334582233699
1150,22,0.7393090426923957,0.7415293215794606,0.7639172643081125,0.7810334582233699
1200,23,0.7393090426923957,0.7415293215794606,0.7639172643081125,0.7810334582233699
1250,24,0.7393090426923957,0.7415293215794606,0.7639172643081125,0.7810334582233699
1300,25,0.7393090426923957,0.7415293215794606,0.7640833030093398,0.7810334582233699
1350,26,0.7393090426923957,0.7415293215794606,0.7640833030093398,0.7810334582233699
1400,27,0.7393090426923957,0.7415293215794606,0.7640833030093398,0.7810334582233699
1450,28,0.7393090426923957,0.7415293215794606,0.7641171802125512,0.7810334582233699
1500,29,0.7393090426923957,0.7415293215794606,0.7641171802125512,0.7810334582233699
1550,30,0.7393090426923957,0.7415293215794606,0.7641171802125512,0.7810334582233699
1600,31,0.7393090426923957,0.7415293215794606,0.7727002768536404,0.7810334582233699
1650,32,0.7393090426923957,0.7415293215794606,0.7727002768536404,0.7810334582233699
1700,33,0.7393090426923957,0.7415293215794606,0.7727002768536404,0.7810334582233699
1750,34,0.7393090426923957,0.7415293215794606,0.7727002768536404,0.7853705015866996
