generation,best_fitness,average_fitness,coverage_fraction,average_overlap,time_elapsed
0,0.8606333811913258,0.6685585027599293,1.0,0.0,7.51312255859375
1,0.889197587841273,0.8277056316361663,0.4493227702530028,0.08207075316709868,16.161797285079956
2,0.8977749225159798,0.8619426777864834,0.2522361359570662,0.18312584425541237,25.32234477996826
3,0.9094190460575211,0.8725165313434725,0.20030667007411193,0.2549742616187799,34.490450620651245
4,0.9094190460575211,0.8749657032642699,0.15834398159979554,0.26603628929210327,43.59275150299072
5,0.9094190460575211,0.8743541647477637,0.13672374137490417,0.3331751305173232,52.81506395339966
6,0.9094190460575211,0.8777254687959399,0.1223613595706619,0.3685152057245081,61.6239755153656
7,0.9152660485276843,0.8834494354666442,0.11050345003833376,0.44437954072505564,70.586678981781
8,0.9152660485276843,0.8829848631718644,0.09859442882698696,0.4489430834945785,79.46089458465576
9,0.9152660485276843,0.8891630032609037,0.08898543317147968,0.523383593151035,88.79211592674255
10,0.9152660485276843,0.888377969422162,0.08474316381293126,0.5012230294622322,97.74639558792114
11,0.9152660485276843,0.8879466441649232,0.08448760541783798,0.4811799496184878,106.75351309776306
12,0.9228617807080983,0.8902785905086387,0.0785586506516739,0.5162279580884231,115.80345678329468
13,0.9228617807080983,0.8910987165241799,0.07584973166368515,0.4611733781168997,125.0609700679779
14,0.9228617807080983,0.8913765161787779,0.07784308714541273,0.47128618889416235,133.90380191802979
15,0.9228617807080983,0.8947639730221439,0.07416304625606951,0.4942499361104012,143.00615739822388
16,0.9247143227232965,0.8974218753523635,0.07201635573728597,0.5390091635938812,151.99144339561462
17,0.9313080984037952,0.9001727325057053,0.07196524405826732,0.5341535540871089,161.17610120773315
18,0.9313080984037952,0.9021483353342302,0.0704830053667263,0.5335694206126099,169.93219757080078
19,0.9313080984037952,0.9002984241519097,0.07293636595962177,0.5507648497681721,179.05085492134094
20,0.931378890974969,0.9058997478192229,0.06808075645284947,0.5762111642510314,187.988600730896
21,0.931378890974969,0.9067518499951625,0.06567850753897266,0.5388631302252564,197.0582869052887
22,0.9388197682415391,0.91036728456269,0.06511627906976744,0.5374758132233215,205.92069816589355
23,0.9388197682415391,0.9112525340734438,0.06455405060056223,0.549779124529955,215.00303411483765
24,0.9435251059925698,0.9103337356788909,0.06429849220546895,0.5568252345660983,223.82096433639526
25,0.9435251059925698,0.91183446162837,0.0626118067978533,0.5511299331897338,232.73510599136353
26,0.9435251059925698,0.9123167828197714,0.06266291847687197,0.5655142199992698,241.94458961486816
27,0.9435251059925698,0.909974771234453,0.06281625351392793,0.5498521412142674,250.9983036518097
28,0.9435251059925698,0.9082062901456137,0.06245847176079734,0.5571903179876602,260.0324020385742
29,0.9435251059925698,0.9125088915383948,0.0626118067978533,0.5934796100909058,268.70570278167725
30,0.9435251059925698,0.9116156269791794,0.06353181702018912,0.6000511116790187,277.6107277870178
31,0.9435251059925698,0.9122808145553669,0.062049578328648096,0.6015844620495783,286.6987271308899
32,0.9435251059925698,0.9120096254350618,0.06404293381037567,0.5998685699682377,295.40542674064636
33,0.9435251059925698,0.9129734902715805,0.06199846664962944,0.5899748092439122,304.3477716445923
34,0.9435251059925698,0.9132518292036034,0.06164068489649885,0.6086305720857216,313.1682028770447
35,0.9435251059925698,0.9129402704718984,0.060005111167901866,0.6318498776970538,322.4868857860565
36,0.9435251059925698,0.9135889868143195,0.05964732941477127,0.6556168084407287,331.5022130012512
37,0.9435251059925698,0.9135346932450784,0.05826731408126757,0.6697820451973276,340.46419405937195
38,0.9435251059925698,0.9146951964795133,0.05842064911832354,0.6487897484575226,349.50752115249634
39,0.9435251059925698,0.9133898431308741,0.057705085612062355,0.6592311343141908,358.5335280895233
40,0.9435251059925698,0.9100374339254783,0.05683618706874521,0.6537913913329196,367.392290353775
41,0.9435251059925698,0.9106937385847865,0.05606951188346537,0.6432039721076266,376.2634229660034
42,0.9435251059925698,0.9128143382404297,0.05709174546383849,0.659450184367128,385.44956493377686
43,0.9435251059925698,0.9165872180391536,0.05755175057500639,0.6779234054981563,394.6338884830475
44,0.9435251059925698,0.9134786509722517,0.05637618195757731,0.6603263845788763,403.63370275497437
45,0.9435251059925698,0.9143443079493707,0.057960644007155636,0.6499945237486765,412.59221625328064
46,0.9435251059925698,0.913736354392842,0.055456171735241505,0.6567120587054142,421.951758146286
47,0.9435251059925698,0.90992032218541,0.05755175057500639,0.6408309298674747,430.93125557899475
48,0.9435251059925698,0.9133245292861871,0.05806286736519295,0.6457230477164032,439.63260984420776
49,0.9435251059925698,0.9148836140288712,0.05514950166112957,0.664853419006243,448.67703342437744
50,0.9435251059925698,0.9129103978543991,0.05647840531561462,0.6693439450914535,457.34107303619385
51,0.9435251059925698,0.9147871068755461,0.05872731919243547,0.6632835602935271,466.5640461444855
52,0.9435251059925698,0.9120103642069488,0.06118067978533095,0.6659851776130846,475.36670875549316
53,0.9435251059925698,0.9123800058147934,0.0589317659085101,0.6352816618597349,484.492657661438
54,0.9435251059925698,0.9133258146546419,0.059289547661640685,0.6436420722135008,493.80602192878723
55,0.9435251059925698,0.9178034922257037,0.056989522105801174,0.6398086962871017,502.4419469833374
56,0.9435251059925698,0.9174557047803491,0.053820598006644516,0.6873060494322953,511.6311185359955
57,0.9435251059925698,0.9170589949296108,0.05458727319192436,0.6635391186886204,520.625480890274
58,0.9435251059925698,0.9161006442970774,0.05652951699463327,0.650067540432989,529.7639021873474
59,0.9435251059925698,0.9171067746969945,0.05601840020444672,0.67387097951882,538.6322379112244
60,0.9435251059925698,0.9173530004530022,0.05530283669818554,0.6779234054981563,547.6700978279114
61,0.9448448218304819,0.9170840937149229,0.053820598006644516,0.6755868716001606,556.8643884658813
62,0.9448448218304819,0.9161683935781663,0.054127268080756456,0.6647073856376182,565.4434366226196
63,0.9448448218304819,0.9179379799042414,0.05320725785842065,0.6759884633638787,574.5739541053772
64,0.9448448218304819,0.9183162285649225,0.05448504983388704,0.6688693366434231,583.8182370662689
65,0.9448448218304819,0.9178627233407631,0.053156146179401995,0.6701836369610457,592.9278898239136
66,0.9448448218304819,0.9163787517172055,0.051776130845898286,0.6741630462560695,602.110203742981
67,0.9448448218304819,0.9169923273193392,0.053411704574495275,0.6911759337008506,611.2787346839905
68,0.9448448218304819,0.9183253140870977,0.05008944543828265,0.7060713373005733,620.2056210041046
69,0.9448448218304819,0.9199526841213495,0.049527216969077435,0.6973823518674017,629.4070196151733
70,0.9451922447128768,0.9201371146055259,0.05284947610529006,0.6879997079332627,638.7341356277466
71,0.9451922447128768,0.9222751100359221,0.05044722719141324,0.6866488992734839,647.7641949653625
72,0.9451922447128768,0.9190379372456939,0.05044722719141324,0.6758059216530977,656.8423955440521
73,0.9451922447128768,0.9217354866937328,0.04962944032711475,0.6837647402431456,665.915275812149
74,0.9451922447128768,0.9176934782716003,0.05146946077178635,0.6773027636815012,674.648668050766
75,0.9451922447128768,0.919717449335388,0.05162279580884232,0.6888393998028549,683.6550478935242
76,0.9451922447128768,0.9214596059714446,0.051060567339637104,0.683655215216677,692.6485366821289
77,0.9451922447128768,0.9214774413188596,0.0514183490927677,0.6942061260998138,701.2805600166321
78,0.9451922447128768,0.9211095991211087,0.052031689240991566,0.7035522616917965,710.1575891971588
79,0.9451922447128768,0.9228841549950089,0.051060567339637104,0.7194333905297361,718.6238975524902
80,0.9451922447128768,0.9236463809750762,0.0514183490927677,0.7113285385710635,727.8247029781342
81,0.9451922447128768,0.923361940772962,0.051111679018655765,0.7173889233689899,737.0911116600037
82,0.9451922447128768,0.9234225986098673,0.050651673907487864,0.712423788835749,746.1723163127899
83,0.9451922447128768,0.9215147203268101,0.050242780475338616,0.6955934431017488,755.5374879837036
84,0.9451922447128768,0.9184073817512554,0.04957832864809609,0.6954839180752802,764.6481230258942
85,0.9451922447128768,0.9227592523610582,0.04916943521594684,0.7183746486072067,773.8972282409668
86,0.9451922447128768,0.9228261132295609,0.048607206746741634,0.7175349567376145,782.9072911739349
87,0.9451922447128768,0.9215920709845775,0.04824942499361104,0.71183965536125,791.9805378913879
88,0.9451922447128768,0.9223577787002908,0.04911832353692819,0.7056332371946991,801.0733125209808
