evaluations,generation,baseline_random,baseline_best,gen_rand,gen_seq
50,0,0.8202280440085662,0.8606333811913258,0.8093392662838113,0.8606333811913258
100,1,0.8202280440085662,0.8606333811913258,0.836774939905025,0.889197587841273
150,2,0.8202280440085662,0.8606333811913258,0.8381725995370946,0.8977749225159798
200,3,0.8202280440085662,0.8606333811913258,0.8463303728515275,0.9094190460575212
250,4,0.8227018865567681,0.8606333811913258,0.8504128652068601,0.9094190460575212
300,5,0.8227018865567681,0.8606333811913258,0.8571650321456172,0.9094190460575212
350,6,0.8227018865567681,0.8606333811913258,0.8571650321456172,0.9094190460575212
400,7,0.8227018865567681,0.8606333811913258,0.8747325110516359,0.9152660485276845
450,8,0.8227018865567681,0.8606333811913258,0.8747325110516359,0.9152660485276845
500,9,0.8227018865567681,0.8606333811913258,0.8747325110516359,0.9152660485276845
550,10,0.8227018865567681,0.8606333811913258,0.8747325110516359,0.9152660485276845
600,11,0.8227018865567681,0.8606333811913258,0.8747325110516359,0.9152660485276845
650,12,0.8227018865567681,0.8606333811913258,0.8747325110516359,0.9228617807080984
700,13,0.8227018865567681,0.8606333811913258,0.8747325110516359,0.9228617807080984
750,14,0.8227018865567681,0.8606333811913258,0.8886188656766842,0.9228617807080984
800,15,0.8227018865567681,0.8606333811913258,0.8886188656766842,0.9228617807080984
850,16,0.8227018865567681,0.8606333811913258,0.8886188656766842,0.9247143227232963
900,17,0.8227018865567681,0.8606333811913258,0.8886188656766842,0.9313080984037952
950,18,0.8227018865567681,0.8606333811913258,0.8886188656766842,0.9313080984037952
1000,19,0.8227018865567681,0.8606333811913258,0.8886188656766842,0.9313080984037952
1050,20,0.8407184487040545,0.8606333811913258,0.8886188656766842,0.931378890974969
1100,21,0.8407184487040545,0.8606333811913258,0.8886188656766842,0.931378890974969
1150,22,0.8407184487040545,0.8606333811913258,0.8922183565808304,0.9388197682415392
1200,23,0.8407184487040545,0.8606333811913258,0.8922183565808304,0.9388197682415392
1250,24,0.8407184487040545,0.8606333811913258,0.8922183565808304,0.9435251059925698
1300,25,0.8407184487040545,0.8606333811913258,0.8922183565808304,0.9435251059925698
1350,26,0.8407184487040545,0.8606333811913258,0.8922183565808304,0.9435251059925698
1400,27,0.8407184487040545,0.8606333811913258,0.8922183565808304,0.9435251059925698
1450,28,0.8407184487040545,0.8606333811913258,0.8925577159421806,0.9435251059925698
1500,29,0.8407184487040545,0.8606333811913258,0.8970357533825568,0.9435251059925698
1550,30,0.8407184487040545,0.8606333811913258,0.8970357533825568,0.9435251059925698
1600,31,0.8407184487040545,0.8606333811913258,0.8970357533825568,0.9435251059925698
1650,32,0.8407184487040545,0.8606333811913258,0.8970357533825568,0.9435251059925698
1700,33,0.8407184487040545,0.8606333811913258,0.8970357533825568,0.9435251059925698
1750,34,0.8407184487040545,0.8606333811913258,0.9045616645622784,0.9435251059925698
1800,35,0.8407184487040545,0.8606333811913258,0.909347603921002,0.9435251059925698
1850,36,0.8407184487040545,0.8606333811913258,0.909347603921002,0.9435251059925698
1900,37,0.8407184487040545,0.8606333811913258,0.909347603921002,0.9435251059925698
1950,38,0.8407184487040545,0.8606333811913258,0.909347603921002,0.9435251059925698
2000,39,0.8407184487040545,0.8606333811913258,0.909347603921002,0.9435251059925698
2050,40,0.8407184487040545,0.8606333811913258,0.909347603921002,0.9435251059925698
2100,41,0.8407184487040545,0.8606333811913258,0.909347603921002,0.9435251059925698
2150,42,0.8407184487040545,0.8606333811913258,0.909347603921002,0.9435251059925698
2200,43,0.8407184487040545,0.8606333811913258,0.909347603921002,0.9435251059925698
2250,44,0.8407184487040545,0.8606333811913258,0.909347603921002,0.9435251059925698
2300,45,0.8407184487040545,0.8606333811913258,0.909347603921002,0.9435251059925698
2350,46,0.8407184487040545,0.8606333811913258,0.909347603921002,0.9435251059925698
2400,47,0.8407184487040545,0.8606333811913258,0.909347603921002,0.9435251059925698
2450,48,0.8407184487040545,0.8606333811913258,0.909347603921002,0.9435251059925698
2500,49,0.8407184487040545,0.8606333811913258,0.909347603921002,0.9435251059925698
2550,50,0.8407184487040545,0.8606333811913258,0.909347603921002,0.9435251059925698
2600,51,0.8407184487040545,0.8606333811913258,0.909347603921002,0.9435251059925698
2650,52,0.8407184487040545,0.8606333811913258,0.909347603921002,0.9435251059925698
2700,53,0.8407184487040545,0.8606333811913258,0.909347603921002,0.9435251059925698
2750,54,0.8407184487040545,0.8606333811913258,0.909347603921002,0.9435251059925698
2800,55,0.8407184487040545,0.8606333811913258,0.909347603921002,0.9435251059925698
2850,56,0.8407184487040545,0.8606333811913258,0.909347603921002,0.9435251059925698
2900,57,0.8407184487040545,0.8606333811913258,0.909347603921002,0.9435251059925698
2950,58,0.8407184487040545,0.8606333811913258,0.909347603921002,0.9435251059925698
3000,59,0.8407184487040545,0.8606333811913258,0.909347603921002,0.9435251059925698
3050,60,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.9435251059925698
3100,61,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.944844821830482
3150,62,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.944844821830482
3200,63,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.944844821830482
3250,64,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.944844821830482
3300,65,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.944844821830482
3350,66,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.944844821830482
3400,67,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.944844821830482
3450,68,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.944844821830482
3500,69,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.944844821830482
3550,70,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.9451922447128768
3600,71,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.9451922447128768
3650,72,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.9451922447128768
3700,73,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.9451922447128768
3750,74,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.9451922447128768
3800,75,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.9451922447128768
3850,76,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.9451922447128768
3900,77,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.9451922447128768
3950,78,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.9451922447128768
4000,79,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.9451922447128768
4050,80,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.9451922447128768
4100,81,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.9451922447128768
4150,82,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.9451922447128768
4200,83,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.9451922447128768
4250,84,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.9451922447128768
4300,85,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.9451922447128768
4350,86,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.9451922447128768
4400,87,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.9451922447128768
