generation,best_fitness,average_fitness,coverage_fraction,average_overlap,time_elapsed
0,0.780098300274897,0.7541967082828768,0.9443667878110148,0.028654944750835163,43.4802029132843
1,0.7925376450596916,0.7606993316650348,0.6099384959463238,0.13009745201526024,86.34174752235413
2,0.7925376450596916,0.7694990054744554,0.43785993849594634,0.11567485026389136,129.99375867843628
3,0.8140481827224987,0.772854906389967,0.32365110427732735,0.21635632252070608,174.08203625679016
4,0.8140481827224987,0.7767799089379744,0.26846519429689686,0.1922132281721323,217.1851029396057
5,0.816571960293937,0.782667130442967,0.2378389712049203,0.2222444602581589,261.2607717514038
6,0.822716175538715,0.7880423203374325,0.20413754542913057,0.25017543339461146,304.7620918750763
7,0.822716175538715,0.7916418728531402,0.17465054514956668,0.3052417521595604,348.46941328048706
8,0.8294715920821879,0.7992034779502193,0.15323595191501257,0.3827931961493605,392.60918283462524
9,0.8295451330002725,0.8059301947007989,0.1361545988258317,0.3345539544169681,435.8334403038025
10,0.8299914174439446,0.8056992001229397,0.12627900475258597,0.3798973096918303,479.86285281181335
11,0.8309461499461571,0.8061156130728686,0.11485882024042493,0.39016139872304256,522.8593339920044
12,0.8394641303597267,0.8064586529961882,0.10608051439753984,0.3789583703967266,566.0908710956573
13,0.8394641303597267,0.8096315676690213,0.1046896840928152,0.37418460534898895,609.3542077541351
14,0.8409794975111696,0.8086889131756314,0.10223651104277327,0.4131283480598549,652.9770646095276
15,0.8409794975111696,0.8118956997430401,0.09800810735253006,0.4200740279507403,696.2474265098572
16,0.8409794975111696,0.8114242261706173,0.0975398378529494,0.4581356619027852,739.0581247806549
17,0.8409794975111696,0.8136058780942628,0.09650545149566676,0.4689902943327601,781.9158735275269
18,0.8409794975111696,0.8133579105379894,0.09905647190383003,0.46827126450414125,826.8588809967041
19,0.8411087428295946,0.8147667183944818,0.09349315068493151,0.49149518670066616,870.1490135192871
20,0.8464087402768529,0.8171649879786403,0.09426195135588482,0.49067979204965506,913.2542815208435
21,0.8464087402768529,0.8175612019555837,0.09232597148448421,0.48395896341101824,957.6302919387817
22,0.8464087402768529,0.8175220932858877,0.08896421582331562,0.49302466939453243,1001.0188717842102
23,0.8464087402768529,0.8178325742397563,0.08928571428571429,0.49893257427504006,1045.3583099842072
24,0.8464087402768529,0.8215881825024645,0.08720296337713168,0.5289465101108937,1089.2981157302856
25,0.8464087402768529,0.8192491615988206,0.08450517193178642,0.5430503666805037,1133.2009415626526
26,0.8464087402768529,0.8203798913921405,0.07957785854067655,0.5339624226610528,1176.5463073253632
27,0.8464087402768529,0.8217207947251546,0.08149986021805983,0.5398357350412145,1219.941323518753
28,0.8464087402768529,0.8216292651859932,0.08364551299972044,0.5453606515250351,1263.2870919704437
29,0.8464087402768529,0.8235855158715647,0.08115739446463517,0.5499540413923976,1306.7069482803345
30,0.8464087402768529,0.8233940858877482,0.07821498462398659,0.5578905493289056,1350.0953176021576
31,0.8464087402768529,0.8248631314318847,0.07585965893206598,0.5688662555100912,1392.6653606891632
32,0.8464087402768529,0.8249043911699857,0.0772504892367906,0.5507348435430627,1435.1418051719666
33,0.8464087402768529,0.8242797172628664,0.0773972602739726,0.541061297910613,1478.8713195323944
34,0.8464087402768529,0.8258262991156415,0.07318982387475538,0.5532502124967879,1522.8725748062134
35,0.8502938960014982,0.8266440899303054,0.07432904668716801,0.5497687244262587,1566.1852643489838
36,0.8515786907584709,0.8268572164673508,0.07336455129997205,0.5443895906224674,1611.4638919830322
37,0.8515786907584709,0.8283876234941302,0.07495107632093934,0.5205528869912431,1654.7420692443848
38,0.8539970460402627,0.828426332262722,0.07499301090299133,0.5364011939354405,1698.3898136615753
39,0.8539970460402627,0.8297599223960351,0.07537042214145932,0.5371177528711775,1742.23628282547
40,0.8539970460402627,0.8295907298611743,0.07341347497903271,0.5290132242187037,1786.3161532878876
41,0.8539970460402627,0.8291621515320403,0.07281241263628739,0.5352546996382612,1829.8820798397064
42,0.8539970460402627,0.829995029736942,0.07294520547945206,0.5495562276384195,1873.5031368732452
43,0.8539970460402627,0.8295506881312642,0.06961140620631814,0.5588962027318192,1915.9137873649597
44,0.8539970460402627,0.8290016632677697,0.06919904948280682,0.5677691790705489,1958.416864156723
45,0.8539970460402627,0.8287306790028081,0.07202963377131674,0.5718140307181403,2002.2393598556519
46,0.8549079119089592,0.8320549341496339,0.07149147330164943,0.5886432821364328,2045.9088816642761
47,0.8549079119089592,0.8324375895030326,0.07154039698071009,0.5158828994445432,2089.896324157715
48,0.8549079119089592,0.8306281512706307,0.0674098406485882,0.5445205479452054,2132.974921941757
49,0.8562569366910059,0.8290956883140972,0.06916410399776349,0.5437397457945403,2176.969003677368
50,0.8562569366910059,0.8300412821023344,0.07107212748112944,0.49481112494811125,2220.9378900527954
51,0.8562569366910059,0.8307498663017026,0.07170813530891809,0.4941143331554291,2265.2219483852386
52,0.8562569366910059,0.8283539149567504,0.07089740005591277,0.5257590582933049,2309.1424601078033
53,0.8562569366910059,0.8295035193712792,0.07096729102599944,0.537960327343889,2354.7923245429993
54,0.8562569366910059,0.8292171719731062,0.07316186748672071,0.5612806143628062,2398.1992568969727
55,0.8562569366910059,0.8297989840173089,0.07275649986021807,0.5604553361402677,2441.391446352005
56,0.8562569366910059,0.831505463918674,0.07006569751188146,0.5615202909723458,2485.4186866283417
57,0.8562569366910059,0.8305211611227881,0.06857003075202683,0.5885370337425132,2528.1128191947937
58,0.8562569366910059,0.832858413812033,0.0690383002516075,0.5961523256043805,2572.2344765663147
59,0.8562569366910059,0.8309190588052515,0.0689544310875035,0.5804992191978493,2615.743386030197
60,0.8562569366910059,0.8337184560189388,0.07125384400335477,0.595675443278183,2658.796427488327
61,0.8562569366910059,0.832587701749571,0.06784316466312552,0.6060729605250154,2702.6767966747284
62,0.8562569366910059,0.833653584546471,0.06885658372938216,0.6146963766826781,2746.25493311882
63,0.8562569366910059,0.8350804175858176,0.06806681576740285,0.6412164699835933,2789.624414920807
64,0.8562569366910059,0.8337312622305489,0.06575342465753424,0.6303667793393821,2830.809932947159
65,0.8562569366910059,0.8338044313326216,0.07161727704780542,0.6293537132578229,2874.1560842990875
66,0.8562569366910059,0.8348350476064788,0.06945764607212748,0.638804878530906,2918.0522112846375
67,0.8562569366910059,0.8340111498256393,0.06564159910539558,0.6325288106110024,2962.727494955063
68,0.8562569366910059,0.8344817244827886,0.06570450097847358,0.632869793828698,3005.555335998535
69,0.8562569366910059,0.8358476456736841,0.06792004473022085,0.6136561307794185,3048.6078701019287
70,0.8562569366910059,0.8359644279480536,0.06904528934861616,0.6125417580897033,3091.983431339264
71,0.8562569366910059,0.8350852940709628,0.0701216102879508,0.6121439443357252,3135.124139070511
72,0.8562569366910059,0.8358445718259218,0.07065977075761812,0.6086253928719682,3179.693198442459
73,0.8562569366910059,0.8346313442929598,0.07163125524182276,0.5956729723853011,3223.604867696762
74,0.8562569366910059,0.833220219494607,0.06968129717640481,0.6038664531815217,3267.4479711055756
75,0.8562569366910059,0.8342252686964997,0.07154738607771875,0.5991297515270118,3310.287346124649
76,0.8562569366910059,0.832638664323597,0.07162426614481408,0.5916973057384016,3353.1828722953796
77,0.8562569366910059,0.8309866719721242,0.07163125524182276,0.5920012255628694,3396.7795765399933
78,0.8562569366910059,0.8319186532891107,0.06926894045289349,0.5953072802387871,3440.7811267375946
