random_tries,best,average
100,0.7940031507597779,0.7556054697122491
200,0.7940031507597779,0.7557654048528394
300,0.7940031507597779,0.7557710679105762
400,0.7940031507597779,0.7555303451118209
500,0.7983940772126942,0.7554636197479649
600,0.7983940772126942,0.7550732526540994
700,0.7983940772126942,0.7547957944921685
800,0.7983940772126942,0.754857366898163
900,0.7983940772126942,0.7548570839773882
1000,0.7983940772126942,0.7546900965216307
1100,0.7983940772126942,0.7546492547326036
1200,0.7983940772126942,0.7547888068173989
1300,0.7983940772126942,0.7548351217479095
1400,0.7983940772126942,0.7547161270449094
1500,0.7983940772126942,0.7548657699384294
1600,0.7983940772126942,0.7548362109566092
1700,0.7983940772126942,0.7547705247272359
1800,0.7983940772126942,0.7546937068290238
1900,0.7983940772126942,0.7547198322627593
2000,0.7983940772126942,0.7547811586530309
2100,0.7983940772126942,0.7548214485247489
2200,0.7983940772126942,0.7548193171153534
2300,0.7983940772126942,0.7548577627665226
2400,0.7983940772126942,0.7548636944509123
2500,0.7983940772126942,0.7548837826160789
2600,0.7983940772126942,0.754804390956879
2700,0.7983940772126942,0.7548622564457498
2800,0.7983940772126942,0.7548472659128256
2900,0.7983940772126942,0.7548484810268457
3000,0.7983940772126942,0.7547839168484758
3100,0.7983940772126942,0.7548219083301856
3200,0.7983940772126942,0.7548495102441959
3300,0.7983940772126942,0.7548126539121882
3400,0.7983940772126942,0.7548311832769968
3500,0.7983940772126942,0.7548512027673467
3600,0.7983940772126942,0.7548258583871742
3700,0.7983940772126942,0.7548068017337335
3800,0.7983940772126942,0.7547974326906541
3900,0.7983940772126942,0.7548064198749398
4000,0.7983940772126942,0.7547984278538107
4100,0.7983940772126942,0.7547312265042048
4200,0.7983940772126942,0.7547809722542673
4300,0.7983940772126942,0.7547807656967667
4400,0.7983940772126942,0.7547702680650503
4500,0.7983940772126942,0.7547889501732582
4600,0.8059468018863617,0.7548104750964861
4700,0.8059468018863617,0.754808026286098
4800,0.8059468018863617,0.7547787931578773
4900,0.8059468018863617,0.7547504438006565
5000,0.8059468018863617,0.7547809350035354
5100,0.8059468018863617,0.7548238325445144
5200,0.8059468018863617,0.7547970529655492
5300,0.8059468018863617,0.7548049417697749
5400,0.8059468018863617,0.7548351985856416
5500,0.8059468018863617,0.7548170063858312
5600,0.8059468018863617,0.7548327721568501
5700,0.8059468018863617,0.754825181224149
5800,0.8059468018863617,0.7548291362211406
5900,0.8059468018863617,0.7548566256723779
6000,0.8059468018863617,0.7548457640692761
6100,0.8059468018863617,0.7548579940718448
6200,0.8059468018863617,0.7548542452132225
6300,0.8059468018863617,0.7548894017017992
6400,0.8059468018863617,0.7548749417948764
6500,0.8059468018863617,0.7548648704964648
6600,0.8059468018863617,0.754879082360359
6700,0.8059468018863617,0.7548739326093424
6800,0.8059468018863617,0.754895870679793
6900,0.8059468018863617,0.7548466096701983
7000,0.8059468018863617,0.7548526839326754
7100,0.8059468018863617,0.7548682645375917
7200,0.8059468018863617,0.7548514732543499
7300,0.8059468018863617,0.7548491283378468
7400,0.8059468018863617,0.7548649422686075
7500,0.8059468018863617,0.7548604155177757
7600,0.8059468018863617,0.7548655218070054
7700,0.8059468018863617,0.7549004261068143
7800,0.8059468018863617,0.7548870334989297
7900,0.8059468018863617,0.7548890225465524
8000,0.8059468018863617,0.7548932675327612
8100,0.8059468018863617,0.7548960027009018
8200,0.8059468018863617,0.7549193915619604
8300,0.8059468018863617,0.7548992122597215
8400,0.8059468018863617,0.7549081142761768
8500,0.8059468018863617,0.75488185997409
8600,0.8059468018863617,0.7548571069734394
8700,0.8059468018863617,0.7548604084746697
8800,0.8059468018863617,0.7548647501055815
8900,0.8059468018863617,0.7548519761816312
9000,0.8059468018863617,0.7548303031598453
9100,0.8059468018863617,0.754830426331077
9200,0.8059468018863617,0.7548467410818103
9300,0.8059468018863617,0.7548150601271585
9400,0.8059468018863617,0.7548196202593588
9500,0.8059468018863617,0.7548425637976958
9600,0.8059468018863617,0.75484527911558
9700,0.8059468018863617,0.7548312372980122
9800,0.8059468018863617,0.7548579172809156
9900,0.8059468018863617,0.7548401665710252
10000,0.8059468018863617,0.7548200919644867
10100,0.8059468018863617,0.7548248450666474
