evaluations,generation,baseline_random,baseline_best,gen_rand,gen_seq
100,0,0.7940031507597779,0.8263482189458747,0.780098300274897,0.8263482189458747
200,1,0.7940031507597779,0.8263482189458747,0.7925376450596916,0.8366056479632743
300,2,0.7940031507597779,0.8263482189458747,0.7925376450596916,0.8415197747727525
400,3,0.7940031507597779,0.8263482189458747,0.8140481827224987,0.8415197747727525
500,4,0.7983940772126942,0.8263482189458747,0.8140481827224987,0.8415197747727525
600,5,0.7983940772126942,0.8263482189458747,0.816571960293937,0.8516177746766255
700,6,0.7983940772126942,0.8263482189458747,0.822716175538715,0.8516177746766255
800,7,0.7983940772126942,0.8263482189458747,0.822716175538715,0.8516177746766255
900,8,0.7983940772126942,0.8263482189458747,0.8294715920821879,0.8586580666664182
1000,9,0.7983940772126942,0.8263482189458747,0.8295451330002725,0.8586580666664182
1100,10,0.7983940772126942,0.8263482189458747,0.8299914174439446,0.8586580666664182
1200,11,0.7983940772126942,0.8263482189458747,0.8309461499461571,0.8586580666664182
1300,12,0.7983940772126942,0.8263482189458747,0.8394641303597267,0.8586580666664182
1400,13,0.7983940772126942,0.8263482189458747,0.8394641303597267,0.8692742439633593
1500,14,0.7983940772126942,0.8263482189458747,0.8409794975111696,0.8692742439633593
1600,15,0.7983940772126942,0.8263482189458747,0.8409794975111696,0.8692742439633593
1700,16,0.7983940772126942,0.8263482189458747,0.8409794975111696,0.8713474570987437
1800,17,0.7983940772126942,0.8263482189458747,0.8409794975111696,0.8713474570987437
1900,18,0.7983940772126942,0.8263482189458747,0.8409794975111696,0.8713474570987437
2000,19,0.7983940772126942,0.8263482189458747,0.8411087428295946,0.8713474570987437
2100,20,0.7983940772126942,0.8263482189458747,0.8464087402768529,0.8713474570987437
2200,21,0.7983940772126942,0.8263482189458747,0.8464087402768529,0.8713474570987437
2300,22,0.7983940772126942,0.8263482189458747,0.8464087402768529,0.8713474570987437
2400,23,0.7983940772126942,0.8263482189458747,0.8464087402768529,0.8713474570987437
2500,24,0.7983940772126942,0.8263482189458747,0.8464087402768529,0.8726698881066522
2600,25,0.7983940772126942,0.8263482189458747,0.8464087402768529,0.8726698881066522
2700,26,0.7983940772126942,0.8263482189458747,0.8464087402768529,0.8726698881066522
2800,27,0.7983940772126942,0.8263482189458747,0.8464087402768529,0.8726698881066522
2900,28,0.7983940772126942,0.8263482189458747,0.8464087402768529,0.8752448632986386
3000,29,0.7983940772126942,0.8263482189458747,0.8464087402768529,0.8752448632986386
3100,30,0.7983940772126942,0.8263482189458747,0.8464087402768529,0.8752448632986386
3200,31,0.7983940772126942,0.8263482189458747,0.8464087402768529,0.8763574006151265
3300,32,0.7983940772126942,0.8263482189458747,0.8464087402768529,0.8763574006151265
3400,33,0.7983940772126942,0.8263482189458747,0.8464087402768529,0.8808514152829621
3500,34,0.7983940772126942,0.8263482189458747,0.8464087402768529,0.8808514152829621
3600,35,0.7983940772126942,0.8263482189458747,0.8502938960014982,0.8808514152829621
3700,36,0.7983940772126942,0.8263482189458747,0.8515786907584709,0.8808514152829621
3800,37,0.7983940772126942,0.8263482189458747,0.8515786907584709,0.8808514152829621
3900,38,0.7983940772126942,0.8263482189458747,0.8539970460402627,0.8867895699169447
4000,39,0.7983940772126942,0.8263482189458747,0.8539970460402627,0.8867895699169447
4100,40,0.7983940772126942,0.8263482189458747,0.8539970460402627,0.8867895699169447
4200,41,0.7983940772126942,0.8263482189458747,0.8539970460402627,0.8867895699169447
4300,42,0.7983940772126942,0.8263482189458747,0.8539970460402627,0.8867895699169447
4400,43,0.7983940772126942,0.8263482189458747,0.8539970460402627,0.8867895699169447
4500,44,0.7983940772126942,0.8263482189458747,0.8539970460402627,0.8867895699169447
4600,45,0.8059468018863617,0.8263482189458747,0.8539970460402627,0.8867895699169447
4700,46,0.8059468018863617,0.8263482189458747,0.8549079119089592,0.8867895699169447
4800,47,0.8059468018863617,0.8263482189458747,0.8549079119089592,0.8867895699169447
4900,48,0.8059468018863617,0.8263482189458747,0.8549079119089592,0.8867895699169447
5000,49,0.8059468018863617,0.8263482189458747,0.8562569366910059,0.8867895699169447
5100,50,0.8059468018863617,0.8263482189458747,0.8562569366910059,0.8867895699169447
5200,51,0.8059468018863617,0.8263482189458747,0.8562569366910059,0.8883560065336914
5300,52,0.8059468018863617,0.8263482189458747,0.8562569366910059,0.8883560065336914
5400,53,0.8059468018863617,0.8263482189458747,0.8562569366910059,0.8883560065336914
5500,54,0.8059468018863617,0.8263482189458747,0.8562569366910059,0.8883560065336914
5600,55,0.8059468018863617,0.8263482189458747,0.8562569366910059,0.8913109468553132
5700,56,0.8059468018863617,0.8263482189458747,0.8562569366910059,0.8913109468553132
5800,57,0.8059468018863617,0.8263482189458747,0.8562569366910059,0.8913109468553132
5900,58,0.8059468018863617,0.8263482189458747,0.8562569366910059,0.8913109468553132
6000,59,0.8059468018863617,0.8263482189458747,0.8562569366910059,0.8913109468553132
6100,60,0.8059468018863617,0.8263482189458747,0.8562569366910059,0.8913109468553132
6200,61,0.8059468018863617,0.8263482189458747,0.8562569366910059,0.8941598335081192
6300,62,0.8059468018863617,0.8263482189458747,0.8562569366910059,0.8941598335081192
6400,63,0.8059468018863617,0.8263482189458747,0.8562569366910059,0.8941598335081192
6500,64,0.8059468018863617,0.8263482189458747,0.8562569366910059,0.8941598335081192
6600,65,0.8059468018863617,0.8263482189458747,0.8562569366910059,0.8941598335081192
6700,66,0.8059468018863617,0.8263482189458747,0.8562569366910059,0.8941598335081192
6800,67,0.8059468018863617,0.8263482189458747,0.8562569366910059,0.8941598335081192
6900,68,0.8059468018863617,0.8263482189458747,0.8562569366910059,0.8941598335081192
7000,69,0.8059468018863617,0.8263482189458747,0.8562569366910059,0.8941598335081192
7100,70,0.8059468018863617,0.8263482189458747,0.8562569366910059,0.8941598335081192
7200,71,0.8059468018863617,0.8263482189458747,0.8562569366910059,0.8941598335081192
7300,72,0.8059468018863617,0.8263482189458747,0.8562569366910059,0.8941598335081192
7400,73,0.8059468018863617,0.8263482189458747,0.8562569366910059,0.8941598335081192
7500,74,0.8059468018863617,0.8263482189458747,0.8562569366910059,0.8941598335081192
7600,75,0.8059468018863617,0.8263482189458747,0.8562569366910059,0.8941598335081192
7700,76,0.8059468018863617,0.8263482189458747,0.8562569366910059,0.8941598335081192
7800,77,0.8059468018863617,0.8263482189458747,0.8562569366910059,0.8941598335081192
7900,78,0.8059468018863617,0.8263482189458747,0.8562569366910059,0.8941598335081192
8000,79,0.8059468018863617,0.8263482189458747,0.8562569366910059,0.8941598335081192
8100,80,0.8059468018863617,0.8263482189458747,0.8562569366910059,0.8941598335081192
8200,81,0.8059468018863617,0.8263482189458747,0.8562569366910059,0.8941598335081192
8300,82,0.8059468018863617,0.8263482189458747,0.8577407110068921,0.8941598335081192
8400,83,0.8059468018863617,0.8263482189458747,0.8599805289783132,0.8941598335081192
8500,84,0.8059468018863617,0.8263482189458747,0.8599805289783132,0.8941598335081192
8600,85,0.8059468018863617,0.8263482189458747,0.8599805289783132,0.8941598335081192
8700,86,0.8059468018863617,0.8263482189458747,0.8599805289783132,0.8941598335081192
8800,87,0.8059468018863617,0.8263482189458747,0.8599805289783132,0.8941598335081192
8900,88,0.8059468018863617,0.8263482189458747,0.8599805289783132,0.8941598335081192
9000,89,0.8059468018863617,0.8263482189458747,0.8599805289783132,0.8941598335081192
9100,90,0.8059468018863617,0.8263482189458747,0.8599805289783132,0.8941598335081192
9200,91,0.8059468018863617,0.8263482189458747,0.8599805289783132,0.8941598335081192
9300,92,0.8059468018863617,0.8263482189458747,0.8599805289783132,0.8941598335081192
9400,93,0.8059468018863617,0.8263482189458747,0.8599805289783132,0.8944416572125817
9500,94,0.8059468018863617,0.8263482189458747,0.8599805289783132,0.8944416572125817
9600,95,0.8059468018863617,0.8263482189458747,0.8599805289783132,0.8944416572125817
9700,96,0.8059468018863617,0.8263482189458747,0.8599805289783132,0.8944416572125817
9800,97,0.8059468018863617,0.8263482189458747,0.8599805289783132,0.8944416572125817
9900,98,0.8059468018863617,0.8263482189458747,0.8599805289783132,0.8944416572125817
10000,99,0.8059468018863617,0.8263482189458747,0.8599805289783132,0.8977951477314817
10100,100,0.8059468018863617,0.8263482189458747,0.8599805289783132,0.8993804442295094
